ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,FASCIAETA,DOCENTITITOLARIMASCHI,DOCENTITITOLARIFEMMINE
201617,BENEVENTO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,26,72
201617,MONZA E BRIANZA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,73
201617,FERMO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,19,49
201617,RIMINI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,9,67
201617,COSENZA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,166
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,34,183
201617,BERGAMO,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,269
201617,BARI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,50,1584
201617,CAGLIARI,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,47
201617,PISA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,70,296
201617,VERCELLI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,9,214
201617,TREVISO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,12
201617,SIENA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,11
201617,UDINE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,51,221
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,57,113
201617,FOGGIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,54,106
201617,MESSINA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,18,48
201617,FORLI'-CESENA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,22,427
201617,GORIZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,0,15
201617,VERONA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,231
201617,SIRACUSA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,372,517
201617,REGGIO CALABRIA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,20
201617,PAVIA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,14
201617,MANTOVA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,2
201617,IMPERIA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,4
201617,CHIETI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,246
201617,BRESCIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,23
201617,PESCARA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,14,401
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,76
201617,AVELLINO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,16,15
201617,ANCONA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,31
201617,TERAMO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,20,447
201617,PRATO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,5
201617,NUORO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,7,25
201617,LUCCA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,72,264
201617,OGLIASTRA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,2,6
201617,VARESE,SCUOLA PRIMARIA,NORMALE,FINO A 34,6,90
201617,LATINA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,3,138
201617,FERMO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,64,110
201617,TREVISO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,6,10
201617,OLBIA-TEMPIO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,9
201617,NOVARA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,16
201617,BOLOGNA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,1,9
201617,POTENZA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,9
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,23
201617,MILANO,SCUOLA PRIMARIA,NORMALE,FINO A 34,30,483
201617,BARLETTA-ADRIA-TRANI,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,37
201617,BIELLA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,38,62
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,5,5
201617,VITERBO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,221
201617,PADOVA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,70,314
201617,PISA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,19,47
201617,LUCCA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,7,26
201617,CATANZARO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,23,53
201617,CATANIA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,289,1097
201617,GORIZIA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,32,89
201617,LECCE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,133,513
201617,SAVONA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,11,330
201617,BRESCIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,760,991
201617,FORLI'-CESENA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,22
201617,NAPOLI,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,94
201617,BENEVENTO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,3,47
201617,GENOVA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,84
201617,VIBO VALENTIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,13,25
201617,LATINA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,1
201617,MESSINA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,31,915
201617,RAGUSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,20,27
201617,COMO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,80
201617,VIBO VALENTIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,49
201617,RAGUSA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,5,75
201617,POTENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,15,26
201617,CHIETI,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,290
201617,TERAMO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,33
201617,PORDENONE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,8,17
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,38,102
201617,SIRACUSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,8,42
201617,AVELLINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,24,45
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,2,22
201617,TRIESTE,SCUOLA PRIMARIA,NORMALE,FINO A 34,5,25
201617,OLBIA-TEMPIO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,2
201617,PIACENZA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,22,147
201617,GROSSETO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,6
201617,SIRACUSA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,44,76
201617,VICENZA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,39
201617,NAPOLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,128,368
201617,LUCCA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,9,49
201617,CATANZARO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,6,20
201617,MILANO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,205,3341
201617,REGGIO EMILIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,163,430
201617,LIVORNO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,5
201617,VARESE,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,3,34
201617,PISA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,5,29
201617,RAVENNA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,86,147
201617,LUCCA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,12
201617,TREVISO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,89,579
201617,ORISTANO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,6,74
201617,MASSA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,8,265
201617,VIBO VALENTIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,7,9
201617,CHIETI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,57,225
201617,POTENZA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,23,18
201617,FORLI'-CESENA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,31
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,7,17
201617,LODI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,6,16
201617,FOGGIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,5,6
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,82,264
201617,ROMA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,133,554
201617,ORISTANO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,5
201617,LA SPEZIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,31,144
201617,MONZA E BRIANZA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,290
201617,VENEZIA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,54,1102
201617,TERNI,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,15
201617,ASTI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,21,74
201617,LECCE,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,22
201617,GROSSETO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,43,119
201617,IMPERIA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,2
201617,VIBO VALENTIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,43,79
201617,VICENZA,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,247
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,11,24
201617,VARESE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,149,317
201617,MASSA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,7
201617,CREMONA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,59,211
201617,PRATO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,1
201617,LECCE,SCUOLA PRIMARIA,NORMALE,OLTRE 54,59,1119
201617,TRIESTE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,3,15
201617,LODI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,109,209
201617,VIBO VALENTIA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,1
201617,VARESE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,4
201617,IMPERIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,12,15
201617,BRESCIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,3
201617,NAPOLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,276,744
201617,SAVONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,2,9
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,4,21
201617,NOVARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,9,17
201617,MILANO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,499,1067
201617,PAVIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,8,60
201617,SIENA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,119
201617,FROSINONE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,40,167
201617,PADOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,16,34
201617,MANTOVA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,18
201617,VENEZIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,75,259
201617,CHIETI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,320,384
201617,REGGIO EMILIA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,161
201617,CATANZARO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,2,65
201617,FERMO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,4,184
201617,PESCARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,8,25
201617,CAMPOBASSO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,4,3
201617,MEDIO-CAMPITANO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,9,145
201617,LECCE,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,2,451
201617,TRIESTE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,4,23
201617,LUCCA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,15,527
201617,BRESCIA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,85,1271
201617,MATERA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,253,310
201617,FERMO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,21,84
201617,BELLUNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,4,5
201617,TARANTO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,22
201617,NUORO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,20
201617,MACERATA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,65,132
201617,MESSINA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,14,138
201617,SALERNO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,22
201617,GORIZIA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,6
201617,ENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,1,22
201617,PAVIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,5,24
201617,CREMONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,4
201617,BIELLA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,1,7
201617,AREZZO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,31
201617,TERNI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,3
201617,TRAPANI,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,7,183
201617,AVELLINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,18,65
201617,CHIETI,SCUOLA INFANZIA,NORMALE,FINO A 34,0,17
201617,NAPOLI,SCUOLA INFANZIA,NORMALE,FINO A 34,0,15
201617,PADOVA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,649,969
201617,GROSSETO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,1,32
201617,BRINDISI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,105
201617,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,5,21
201617,COMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,8,11
201617,MANTOVA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,57
201617,CASERTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,37,68
201617,NUORO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,10
201617,FOGGIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,25,924
201617,CAMPOBASSO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,3,131
201617,PISA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,208
201617,TRIESTE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,38,47
201617,UDINE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,10,18
201617,FERMO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,1,79
201617,UDINE,SCUOLA INFANZIA,NORMALE,FINO A 34,0,14
201617,ROMA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,11,748
201617,PARMA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,5,20
201617,RAVENNA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,120,304
201617,LUCCA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,9
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,460,776
201617,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,154
201617,VIBO VALENTIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,23,47
201617,POTENZA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,39,105
201617,OLBIA-TEMPIO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,6
201617,MODENA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,270,681
201617,CROTONE,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,4
201617,VERCELLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,3,14
201617,ASTI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,1,11
201617,VERBANO-CUSIO-OSSOLA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,1,25
201617,FOGGIA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,6
201617,NOVARA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,52
201617,MASSA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,6,24
201617,SASSARI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,81,134
201617,OGLIASTRA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,1
201617,ENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,20,23
201617,LECCE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,91,235
201617,VERONA,SCUOLA PRIMARIA,NORMALE,FINO A 34,5,94
201617,PALERMO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,646,1294
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,18,59
201617,GENOVA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,17,533
201617,CASERTA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,301,949
201617,FIRENZE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,2
201617,PISTOIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,46
201617,SAVONA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,5
201617,NUORO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,32
201617,TERNI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,10,28
201617,MATERA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,5
201617,LODI,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,FIRENZE,SCUOLA INFANZIA,NORMALE,FINO A 34,1,51
201617,SIRACUSA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,2
201617,VENEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,10,53
201617,BIELLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,1,6
201617,CATANZARO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,61,133
201617,MATERA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,18,55
201617,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,3
201617,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,120,274
201617,LECCO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,8,29
201617,MESSINA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,111,209
201617,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,37,227
201617,PISTOIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,10,22
201617,SIENA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,124,221
201617,PISA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,38
201617,AREZZO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,15
201617,VICENZA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,101,345
201617,TERNI,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,12
201617,PADOVA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,27
201617,GORIZIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,15,40
201617,SIRACUSA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,111,331
201617,ROMA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,75,1523
201617,PALERMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,6,8
201617,PALERMO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,864,1477
201617,MACERATA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,127,307
201617,REGGIO CALABRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,TRAPANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,46,66
201617,BOLOGNA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,82,312
201617,LATINA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,34,186
201617,FOGGIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,105,181
201617,ANCONA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,5,103
201617,CHIETI,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,138
201617,PARMA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,7
201617,VIBO VALENTIA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,5,96
201617,LECCO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,164,263
201617,VARESE,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,8
201617,TRIESTE,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,4,23
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,3,18
201617,POTENZA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,228,449
201617,BRESCIA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,20
201617,NUORO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,2,5
201617,LODI,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,6
201617,TERAMO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,6
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,82,340
201617,GORIZIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,4,16
201617,RAVENNA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,24,539
201617,CREMONA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,32
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,55,86
201617,PADOVA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,4
201617,MODENA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,418,652
201617,CROTONE,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,55
201617,VITERBO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,37
201617,CHIETI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,18,615
201617,REGGIO EMILIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,75
201617,PADOVA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,101,501
201617,MODENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,23,69
201617,AGRIGENTO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,48,694
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,3,22
201617,VARESE,SCUOLA PRIMARIA,NORMALE,OLTRE 54,23,966
201617,PISA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,133,256
201617,LATINA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,266,634
201617,GENOVA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,27,983
201617,MESSINA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,7
201617,PAVIA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,2
201617,BARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,2,6
201617,MILANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,9,17
201617,ROMA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,635,1365
201617,BIELLA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,3
201617,VERCELLI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,11,15
201617,ISERNIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,65,89
201617,ENNA,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,8
201617,CATANIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,59,1673
201617,TERNI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,5,8
201617,GORIZIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,115,172
201617,BRINDISI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,15,42
201617,CUNEO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,3,49
201617,LA SPEZIA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,51,125
201617,FERRARA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,52,128
201617,MATERA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,39,141
201617,ROVIGO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,43
201617,VARESE,SCUOLA INFANZIA,NORMALE,FINO A 34,0,4
